puuid,leaguePoints
O_GXJOPFpy0ICR0pVMCdxhpMniY41hEn5q_c1fr247Gc6Uhn6_CG_HAiSxwKYHCsFHdV652JO6pMjw,1208
Wk_KdvQFgY4DGkzjb3puVFDZsNktiW3arWfZz1ugGsYhWxS33Yigh16_cyQcF0talJn0GFrpcTGXqw,1207
f9H_CjTiAT0xrvUnx2Tph2tduY4TByJiWeDaoQXz2PKbYFCfilXjXBVo1VjmrJRpcbnkMocV3_P_fg,1207
FtkcVx5ydl8xlJa5Tl1zZKup1nTazQWwGiNufITCEqT07ET3P9GuxSxROyDe-dde4Hy9PSxak5keqw,1207
zu5Y0THZCIOQ0Nx3gwCwIZoyEKbkhmkIl0ThidVrt6vvhggaxGzPmzvJlWncF1hkWv87uwKx-iAYyQ,1207
1fBoCZ42ij7Ab_0JnemI_imIlG2gwFGWnoFW9p1vud9q2XJUqxNe3wOLOOyVMafgja8GTiE2UT3ZfA,1206
yfKEHS6H9OBTgQwQb2qGRb6NLHMKhtimpCBYlkQqAmV55ydBY2q81IKYgoPfBGyghnaCz2dIdofPsA,1206
nQyglaUx3zfMpVE_oEDJyA1T9YfutYskBtnaCYFBX8PK-YT0SmKMEt9SZus7DW-mUITQEtXjNTWUsQ,1206
tcsT1Qdz8bHfHint6Tx289uDcAgHbUj_c9Wit-IGDekLj2RylzAoUDjA_qDGVdDoOnLbWx_LB-VBVQ,1204
o5xtZc6fYB0O0pxvmmNUUIRSYty_RmSbQCmJU63qw6oni_F-WzYFMXam4YyTJfBsCOBuniDQOvEXag,1203
SgsYg2d3n-AUBmmAeioMohurdZAQRLKwHIvclwJgKEutlQIZO683M6maI9wzhxZgz3vJ-ebFgZij5w,1199
T5zkqT1BzxyI15cR1ZWrP6JTrDPdUpmsLaRcXS1qiSkwfSp8aF1U_wEwe5UWwmWb1c80S_shXBLyrQ,1199
gM2RUaqJFydbg7a5JA4Q7ko7b3JwOaGV9-oxAyFmI8BAmnC0n85o_zyCaMPXKlVJC7qEuthw_QGsmQ,1199
nCqrdDiaFDZhWXfH4oQNHB6dUPth9ESCzmjDAcJM4MyWpau9BGULLFh7YOvBNR3pnd0UL9uu5xhkeA,1199
bfvSCPLsiGkxfrYCmi_NyhQhqBTH-cDBGV2qa2fC-h1yEF2wjrwr7RQwbRDK6EhM1dgzWbyEFw9QoA,1197
QY0fmJi5YQYhSs1eMkXU4H_YVN6ekkOPVPLfYwu_Fisbkzu2ibDjo3IIY2_Duk3yLKY0Aj-_VftIlg,1197
LKZxx0A38_xbRMaRx2MvVdPl5EwhEjLoo_sSjLpO-4831Py_Zc7lBNHmVl-1lEal-I4ZWi5ukzU7YQ,1196
TdN6ENHHvL0Krs3WttrgCFF_7VHSZYodm2fjP4Dr51Fv4l0NIUuj-nNpwZqlbfPl0SvSDKPb5OD-5A,1193
7IeF87L0RGNA2p8LWH9rX7e7S9RLtP1ecbcgGWegvTmcTbAdF-yVL1lJk7olu1E0XMr4LGiVPu0HVg,1193
zzkJBgzhuHsikHmET27G399XNeS9dKeHUjdlwY55WAha9u7e6NQrImdLcStAXd3qxasEhqjGMmcFqw,1193
3CLaudSjs8MnkexoKMMkFaxmO8FFEONxIBE5UtkmktgxkeyQQsqnCGFcUeoh5EQ6YKfXQUQcEFhwKQ,1193
goUYDZw47oXfVG89HsxDuzH2NLclkVGFSbc6QafiIHzS0wMbw6aVjHRngaSiHT5uPnGeJ7DsTcJwWQ,1192
eiMOZ_UkSzn5nAYTBTMY-4DSwhj3litNi_zw1DRKXUtdlwPJb4968EIXoevWG-tcgajIqvWSPxfPtg,1192
er97XqqguReZ4KQz6GNnYN2TIl7zqWy3QeQTL6YkFv-v3rIq5tl1os2vOXo377W6GhiOAwLWBDCacg,1192
sUhjL_HDK0iCQGKYXoEVSNpvqaIpjg34BkudJQDasOdvLEInQ8oLxwzc4VV36R2Fus5-PH3x4Sxp3w,1192
_rFrZFllde45oEG3mKMjxMwhEH-bsBy9KZGesjXxqJyfbjfXrCk_DHAbL8uH1CvQwaE8nep9XY714w,1189
qC1iG_dLfT6byb5-DJtNs2ECP4StHQNaMZOa8QdYMsVAqO7yzcnVMm4aQUwEw5NURgoAG3Z5a7rimQ,1189
EG4cZ9w974qR4nlokovchTHhzh2wKz94REwI60UdjnaVocjp4ZyBU1P19JFz-jybtJnUlJqd52l65A,1189
2NXOWnTTWUhjSjyovfK12kf56vV-aT5mHPWQrEg3alzJXrW3j3VB2_Qgh7hx-o01WqdYYuUhiiFIWg,1189
5NNLPLuTpNZogfWi06G8pN9PoCxN9uGwSJo4QCH8m9KAhUkeiixo2u6TfjLw-xsSuPTHz1Udtu0Ksg,1188
nPf0jWU89UEIg6-YZwy17xHRNtmth7Y_QSyJhedq67FqOjhXfWEyiel6h9xUYMuWyIi7F-3nmb1T1w,1186
ii7ScWRYmmL5_zpRb4ZWc3vCXx0OIvDGGuV_uZh8mjClpWgOX-oymZRUNiX2YE3Pyi0MpBG-5Ikp0A,1185
kdYdZgQFffBMTrcSU6uCDOifrhKfsT86tbvK44Xh1rcJ7O4aD7UAjUWkewVyvNf9i4TU5HMBcktdYQ,1184
9-xjwM8Nu6qoYuG4f8Crl61Nzn-rE4SLVJ3T7yYyVALUiGUm_Nm99LIYip7MQV4Y1k-AQ99tWY9B6w,1184
4xqhUufIoXeBtMVpLk402FiVCX768h8VE_PDmFJQcWHfZvn3W-dH8AeN3BGrCI9pT8VFkmhkvtqZPQ,1182
xEuaGg3j8D6XVVh5qnC515IXSu1o-GvhnFDCfdJfvpkcRQLI4aGIdZtdjieVrYtKc1D0F5e-6t3ohw,1181
D-pnGtjlURdTWQAZsyNoMrplsvX11QNPG73EIMmGacJs6Q_zxF-r79biIM9-COkgc_x9ciE8mXTmsw,1181
xrqKnrMV3SmOqRO6vGxaKBOaOjnHP32YXYyUQ4u47uQ5UQyOzfhr3bZgbNAx1AQJ6Hmq4XuWH1my5Q,1179
jTEUSmLcDyeu5Ce2sMu7-rGJqyDFSkOzNnjDROF40XhvVO1jOhSreiO3N28bR0xPekjqDN3V4S0UDA,1178
nS1Gg5TBCKNz0SyNvnyeotmJVe59cYBWqul_bHRvS00GEl9nnwY00wjOnywPDah-XCv1vN33kEzYgA,1178
19x_jOLpVH8ODu1v1_cJiZ9waQvTJi7P3nyJ53CoYWUDoF5Q7jMGfNxh6sD7QgCX-j1_Qf3zX54yNw,1178
MwTpSRGojOz_q3JTbge3QZyaNcsMVqn0NJeHc3iegfbMK2D_69Uptykd2v9BDMuOyYQqpNzx-C9lzw,1177
y4oCksORMVOAEcZLuVK7LO-UuGPtyWf88gLK1dO5Zc4oKGCgL1iIeeWAic4r5lDMyyTv-jsSro-PMQ,1176
Hg1UZgMxHTdLLJvey37-kS17Rldk0KvbfaXPWqUlHUS2hAt_eol7EChQpL8nNTjQhRzTCaVzXzB46w,1174
BD9dvWjGECFr_lsNyKa3fbPofGle9jaS5DYrLDhlgHbVLPRiPFpkN7DljVwfiy3dBZbS_GE6ox5EKw,1174
Q8v1t9z0hHi-VoCUHo6U_IErYVj1oWh5XP1QUgFW9lzsS3WH0FXdDJhk8Ks6qgJTOzlVRiExJNBqjA,1173
uRs5zwscjoYEb32dpRjctLq-Z_Ss94xe2blnB4P4LpH5HZL9anWaZyJ7XjsLKQXzyVVcjhcyp4yclw,1173
zDyAVLUE6o7jnoOEBg7nSmFMHpFEOCqO_J7EL8w7cBPei0MUoOy-ghDpec4Nvi3ltUBjQUU8p5gRTw,1171
kG7rPeGov7sgx-lyOt5QzMupPfMpQ82MZLuXt85Wsv9CalWf-6oTPv7Us8rxkZutJBC1LxrsU6Aiog,1170
NH4hFhSF4YSZSx0E_aAHzjPOx4kkI_AMYltHz60smx63Ze1i3kWGhtPyN9EtG8hqyQB_u4aIEmiIFA,1169
VYf43dj-HDEhdfBaTrH-LqYzYLLGVaG0nQla0oIS5PLedaUKonJIfQKQIeaGEI-IHkJxTNjOjhrU-g,1169
5s-eTzJio4JEPqLLVr3xHzCaZBCn8CL_AxtJBZcXebrpXnxE11FFclvHrF6LBVXQb85VIqKUXh7duA,1167
j0533H0B86Aap_oncLbR_hSePY36W_IpMsFO2PWYAHhYXc5_qW9_o2mORlWNVMphg9-m18sIiW7ajw,1165
bacMStYaG3XcUi6TqTh8_P5s9KYuTnjXRYv-GXfNW_uIj3djjxE33jF7Qobt2C7O-S6Vz8Wh7IwdTw,1164
ribLQ4rKmvAPEqaznb2FG4d0nKjwh0AujfEgATvP3tO_3qXXuOhxb1yikOFTdsU_0BOZ5aEgt1JRBw,1163
nitZ71ArCPaZL4V8MutCP-7FB6tG3NSmIKTdbOkr7XfmSvV0vAtnbng6wU6T4ZpeIi_5MfxAg2zZOg,1163
zkY7C6l0EmFXO8JxeYJD7dHRZxZh00q85UkBWIcIe7z-BZ1h_Py0Kgh0t8Syvd8gTFaCoXE-SjhTRg,1160
MvSn8u7aecow-Su5fmYtjNrjOhXXqznp3GsgyhhJNaLGJJpYXu1NtmFkRujpPMd0PnO5vBvrKTw6yA,1160
2fynYayg20FGBo1xaGYePNPUy5MpahYGvymubf_g0hxF3HNFlduzFwDeqUsej1YMJB5m38puq5T3fw,1160
VvF7a2iRTFuhI6o0gP21epS2ISh-fZt5sTXYspVyA23m_f33ib2wAfBU6H1m5zKHsQD_ZQ684gAuVA,1159
Gn3QSfnBexwdj_7F-AnoblqM506D9nNKSlYrQkuvpV2s4iBV0tGvTy2x4JZeGXtBy7FjwYepZDhwYA,1157
jaKNgVoAk1XbazC7oAWu7yiXgl5OQ87gKNGveK-aFxWf0eJPKTgdGPMaApO6vFCnnD5RbKtqq88q2A,1157
Zmz2JqnuEFIiAYfzNCXYnhvpACr6h1PE4AqFUm7eN1ctzal86Ia_aOuqCGTrc1wv9XPM3SNqf1328w,1157
5yUJTGhT_oTIpOKbb_itnlIy4jfxcYKU57PbXtOLvcOsV4MMXALMq_rQq0nsrouDP2uqXV66a1nBug,1157
1MDL78P8vDyUyjmiCY76ckr6_89nswMdju0FSqcHUwMzb_qCsbzbUDu8UqIOMfS9ZvgGT_GNf5PA6Q,1155
UcnZzr1pML4d44cymMbQw6IJGqryziV3Gp3CcP20RseDV18yQJ1mDEbJAR47jfRB55m4w84CbC5wEQ,1155
FCnYSpl8BRED3I1GUJ2cjkXE8NiA6FiU3o2oISMCnLnnVcknuzUF64mf8UQbsSs57vqhOShl7oD6wQ,1155
wL3SW-PeLAqLTtBVAU2LAE_mIzWnncULftI0Cbkr92NAwDRX68iU_3rYp9Y8aNJ7VP9h3IFmKCt4fQ,1155
uasl5MENHm6ey6VtCc5DZnJVQJjZ7KDYREa35kUqUshMibYQh6vFVdet4Ub3Hg8hKDTpuZUapUfwuQ,1154
AylpNiY5faCbT3VXUsE2ba0sfQkR0YaL1sk26J5lYM_ImQiNmnJ2xF6fH58J0qa7JW3Lan2X19c6rA,1154
mcCTmM3y8-3AgD4NEespMxodIfTZV8iRUI3s1e-lJDgtxtmOohQoqpYfNFJnpr5N1uF_GQqOlq59SQ,1153
XcnO3pdQk4MRBY_2xWo3P8zMyXoAHI8wnf0qetDrtrFzg4TA63V--a_gXhelgbDHYKyremjE2UGlXQ,1153
MwGOjxRXU1ZHx3aaZEJWgmMP1XJyI7iyKtnJksz47QHMmFRqKe-XhDn2V6Ymq-HSfIGGMNepdf8Hhw,1152
XhUlc8u1W6zkYckVIF3HGAUyX5wKCpqApsdvzkiD0_WvughPYyPGxkzqM5egvyuf5fwMBOYJs7Hhaw,1151
VeKqCICngjvh3LH9VbP3YUJWqdfDj6BegxZZb6TWWMCfMEdPImQ8B7kjRN4Ao-LqkBNwwAo-dxYFsA,1151
dkbyM8cnKpWMvORZEdKjDcqJJliSLVwSto_QxKlWk20m6b1WW9t8e-3agkK24EmG-HdkjveYtZf1CQ,1150
J62regweSBjArC94ArMToOKe6jy8BkTrBGri6j4wEq2Z6aezE8idaYo7Ub8fUcTMtqhO2-FRZ2YTiQ,1149
kzKftgMRp-5NSKPvYZnrne7g-VYYgaR4O1D4KVSmn_fPnVzF7wfpCnJ8m9cMSo74eMPH9wGcc0awUQ,1149
v37OUNIxUPIqj2F9hi04XsCEDsiYfcB6ZOA--6wACrI0J_h0LX8xjlQBeFChfAE7bPbVeGpqpJ1YQw,1148
fyV3aEzw40M8O1RL2ZHBjBdSvnmIa2W_qpZCmQ8YmIKDFkna5Mx0eSZUd73zg2lRrLsbbXirPSYPMg,1148
H_IDZUMz9fvavdwW9RRH81d0QSLphjx_xMruapu0D37INff64amcX_KisnkkCkE4Gy517hof1xyAyA,1148
NA8u3AY_iLU6O0UpTw7yw3B8ymEC0dTCVRICYW8ns0SbnMUMLhJ-yA9yMd5bMkqoW-07TFVJ3qv1xw,1147
nE4W-6OIxE68GNPcbLlqNX8E21hvQuYEsSRxsM-hNIi4F4vVGvkG1DGXTCHIqmQZGWNKgQm7JwP6ww,1147
oqKiHQd-fyWyS6vWwqKv0VyHy2nHzKOO1oRcwo2UFHqpiTZ5b8EodlZCBdAnK8LAVVyDxdhEvATxjg,1147
ZK-HJFdoLM-YJUAET5DF8xWOWbGPBA9CbdZ3weFGCRlr-ggu1uReKlWgEww2LiGfPNZZvAOiR2xiAg,1147
AgdIQuhMWbQwspuchX806OJ4C6fR0pqBev7DZiT97RlrYuIeY5mMNBwkBOaUFCIGQJntrFRqy71t6g,1146
k_vFgYaBWbYFM37hY7o0LCmj33Dyv6Kk1erZ-iUEhTGI_EsJqRKfiPhfdRBW86YwLkmTqVj1v13pAQ,1146
TAgYOwqTV4jEOTu5RNdgHLDZoA5wnmVYKUB2TifMm9y87DI0rwbdTXHdD8yCuFwte9jIq-gptkUJDA,1146
CFrVtGB0Y-PfzUvboX8rcZYZJcVIp7lTu_HCNTrE2uY49VdY7w2zca0QgSHxgmBe6lqxm0iRqLwZMg,1145
P5nhDr2SXkECCeX4ZhP6fQJmR-FX7sYvZfPNG0oyv0uXT80eMts2K_hsbmkSrpqmN5NipEGhDhb3JA,1145
fW2pW7A5GncrCQ5gwLe7M_HZs1XaHeOne8vh2RH2Vp1atmui6hKAW026dZwpfByU8rsCjxbk0r7q7w,1145
x0TCgb5cr31s_eb28Dtl7SFL2mfLdOzmlFaVyAkiNCCK9bn029TpPAOV_6Ne1XlHdTUebmYXqFY3SA,1145
t8N_AZ5_BMJd_NGiCJCnLENIq0AExqlAHTht8TZ0ycspv2CG6n7zGjSALboU6ioLinNpMr51LI0iLQ,1144
8SpzIFbzS6DoXRWc6gNDnHOlpOpFR2i90Hsen8gTZKWK6Y4tlvo-PuqWJizvHu037Gz2uT5kR7TBLA,1143
2QjApGFAxGciBLba3nZo1ujLwAuwbCo3IiM-cDaPteqtKI7XfalVXMs00Qx3CMK8x5ZIPRqEp3VWIg,1142
YwkcqOQICbakGIoPMLwlrwHtH-C91iMPMsdg9J75TRQWHyw_o7e9KgOZVyM7hIKknH_XRq97f-eyxg,1141
k-JoW0TW4P6yCy7R1mTO5oFiiDpTS_Ch8-4lLIssFD5jsxbtMU1H1Oj-_ob4JQxEHHpO7w4SY9ConA,1141
XVGuN7MWoz3KP2f6mq1hEkoVJqnuufDjKckz6ZEt7HV3wvHuaxJmeagv9tpkMtYIcNTwGdgsvRR_xw,1141
Bhii-O4FzqgI68pYoIFrHJQP2MiNnJt5HhlB2fX2kOL4qM60hv7EQtDslZ5pK7squjQ-gMR4o7f-Ew,1140
Y_0c5MBjfVeKtVkIQ3VohX6PJKeu5atiWYbj3UnyEiZiEnGX_kGCWyWhuPYajej5Ze5Qm4RSa33fDw,1138
J4KKn9yasTb5MRsm-1icYi134bLNGmHUr6h6Sr_VLlzKG9oFR6GYsYOvJMfv-xjcPArZys9EvJr96A,1138
5aopna3tMTM-qRUAboGt1SMogByx2QzrmC2F3yxR5QL7RsiBs9tsTreQDEVwpuDKRryEPSyt1Mgucw,1138
X5vQZxFcNKnwyFzZ0PvBHCqse1lpDIELyvG1Q9hY3fvHnXeDRqO-0btc6dgBxJhd26vFdszostmrEg,1137
1zmA8I6umuesTCSGS8u6o-S6ULJfJofeMVn3HW3MdBhlbaPZ9omUD5JoM1q5SF-ZqZJbllcU8F7AtQ,1136
epKO4rM3OcCiO-ydCJ2rXWoGcBAN88LQNAdLyoIrh230vLl6ririzPizWO-hgVMWIY67dEayW5Q9Uw,1136
Qccc8lbaEJRptyxGy-AK9exiL-q4l_pT1qSLkXzyW8Ck80xhXBcEU4rKGTVckJKODv-vGWCigWfAnw,1136
j_CBM9fPpG-ots9EEFi7P5RSMjqiCr0NQhZLV7s_OntJnJogVeQRO0_Va-xwqABkaiy4ea7-WJBpBw,1134
IvY31nQPEUPKX0QBvJGvBeojLipKifYholeihrgxTKh4L1Y-OP1xT_Z6-YNNTvjyxX814lcvqHSKlw,1134
Lr9P6p2P7Qe3oVcN0Dj7UyeXPRlCx1BcmSrbToYRDK7NcXJhVb8l2-Tufkrjv1z4YfsV2abCJt6Xug,1134
vmlqYT4MzBk0BgbP0ptJP9oZKu4XnsBYDY-_qRGRbXYXdP-zJlWgXxxhUV4tQ12UZPY7l1q-9IFIgQ,1134
5iDi27TWa80NjysTHActQvNtFpo8KUs4rMTK_pWdaVt7tDjULdzj95XRIReg0qbP4jgPWS30FaI2mA,1133
5OQxNjRT95rQ1uv68noDWwnMIGqChuRA7WjnXEf5TYr1aUmgh2FD3HBMmQA2dLEwwSa8LXAjRpgY2Q,1132
VoQX_h2tXpfzfMannsCvShSk9-tVsy1kemVlBzwqs8cYFcQSxfbzuma9VTHeJu_w2041ua6BnW8Ocg,1131
29QOorU2nptUu0U2erUUSf9UsjMhfpJRXdMdqqQumcCI6AW1S8_W4kZaII7LuJw8RCYuVJLWLjMo_w,1131
yff92yUq-qhg9BPy1I73OHXl2ttrStL3yYaE07Nze5OovguKcR65irNF46E5zpsp7w8fN-2kbtidcg,1131
gbRL133xxgnBhP0WLS10VH7tDVItwJz4NEp_3iiVXdnpZDUr5y7bwSRM9uaFEareMmYqNm-QwA_JiA,1130
Du_BBQyVSnZ3Vf8wWyk8D4BHpTRQjJjliYqCNVYVALKAXtwzDsT5sPccbqsA6w5cHZnOgiKMcRcWUw,1130
4ut8o4xswO3aM-9_-BP-zLRnTU2iGR9-OF1UorfpCnd3HequiqqkFqShhxFYot1z5txQhcsYKXS7EQ,1130
5uEoedI-8SSb-TP3YxMlv9K7cRLtRKI-QLAiZfPHdRsB_QgVkEpAIZOtpy66OIU7bZ4O14k1ShcRMg,1130
1KLCzV4zgjRQoRR6oDa9LsSP8awtfqNUxrX_4VbwmN_LuZlIHBFHq7Fvy8BqEXvXfBjcinXkdVtttQ,1130
oMyiV-xifOn3QLAXX2YQGfdRMIyc2TBZdvZJRCZQGwkB4ezi7ZtP174HLhf_BVZid6FpEojDZM3NeA,1128
lp59yfvkRp2jWo47Z9Yb0rn6nB7E6Z1Qet3INS8k30syHpi21I-acqreiBGrGSAq_b0pXKBi6wgOlA,1128
8_b7WOwfeTfqD2uqReoW0bvRk4GsCQk-wpHpbYlf0GgSLAgGGCoNdHTIsaxeLxFk5nbzO-BopknkOg,1127
SQ8miveeA9TR2z3FntPWe4tJFtajjRF9WRTm_liTooRKARVCbl5HQY6mPglYzIXembUyhy0vJVJ5uQ,1127
wRULlRT3SyST7lGEvBPOeqC1B9sZ3_CeF-6i7WJZw5oLAupwCcUdHpHBEls5Ndfx-kuGI2oV4TmjCw,1127
oJDkPWHOu1_UmcU8IrLOoXkgLUrUYNUdwKnBqkIF1zLzDqUIr0Z-rd80eYXaXCZp18YdamRUQztpgQ,1127
2uISegGjwxsXL5bVOrkBmGHH8x2vpItsXFpk6nkg_uHAE6nvnnsZsYRLZe4GFxDmW6-PvJ7hvpa6PQ,1126
Ry6RsR-dtLeAnCHxac3dx_U7bteRBv2qLSe2Vf9eyqaBgWiCobQW69LV-Z7oDaY2-JtnIN7NjLdrWg,1125
i_VDZ22JNJQpxgRq-kxTRdY7o9P9rjbX4e8FR9lXrADe79nS79wgATxTgP3zJ-F8HsZBnmoIlKmgLw,1125
YU0V37pkxYxepny5pM3JeT0jADU3IWnirL7nAvrPNenTKZrf5V1Ub8wblCQCthtq710wjgo5x2iOeA,1124
i6vD-1a4Uf7uFgMaOZGl4YMwOL80c3qo-7bRBjLbRz2TNqCQBlVpeQ2S5B2fmJy9k3feFs3wG9oBtg,1123
TsG4lw_nL7Y0D06shEGbREbnYPhAJUtszBiHsZSYFg-degTRfSc1xtiVbdlCke2s9pA1WDx8oXW5OA,1122
1s3h4Oi1jFIitfWBGMLSE9ImI6eaRk1-Tp8PMgiSyJb1k2jA6GBxPbexCi2u7Qbywpmg4J_g5PRGhA,1122
gwaDuLt83WUfzRb1vs-zvATzaTHLf4FC2PZXC3MjTqpn9tVLKrPE4uoxVB6He-__qt1yIcFdIdKI8A,1121
4cXvnAMsJ7eLhzfjvUylgXpeH5mgMSc32Qgl3pTYDzIjw2M4S7MLYGznKe_tri7ix4WPWwrO0w0Ozw,1121
0s8GJ8P65XLGrJDwfTDyvOU2lGNl1apKWPfzY18KtSkjBLjT6H0M5jY1ywqiUMhhDo2fTNru4EZdeA,1121
3jQUCqPG6jbHI5MCgH9VRv3P00ODFdLup8Rtlr3BXEjzX2oGP1oQ-CoeOfRSbxjMkjENVF4G9bwvWQ,1120
GmdfXdmXmZrYVn4cmmIC3coSNgh7wsBEjzi3iUthfzHnVymE4lldkEHwYdc7SUsGDIdCxd5mnIBT_g,1119
0tdRgQxo-UO_ovOOcXrnkRZRuRf480e-jNvaUHlLIBN8EVuwq7XFM2BwbA5Vd0f26YLucdgNfPThZg,1118
yIWN5PFYx7a5HNTP2T6NBrQkuiOkjgM7rZYOi8dQmojgLF8Gk7LBB-U4FtwXt7fCImSEcEs8jqMCDw,1118
_593WcC7k00leejbcDQPE5UArLc8Wwt3hB5BJO0mskPvW3cQAHFeL_9pg10mDs-vNlSO2AB3qay2aA,1118
EAiMeAKqmeXUJb8EyjViVI9dLiz42NAlBMd1GYIVf9HPwVAYPYICh0bCHdVZZdMOlLzciJJ6yYOaNA,1117
U12QQgQ1XEby-IGxLS-XEMYHLNvjG8OLMvHWwvzOXXKli2n3UCpg_6mxw0NpqNvLW1rA7cxGSHxv5w,1107
35GmGIiRucCd774XeGAofcXP9FBAmwlLNYJ9Aa4Jqg84yAoA7xRn1rKg0uP9CFIX8kd5OVL9lHFEVA,1106
JABAHFEJhsFUYg32CmHFrtlz8Q7nt2UkX7GP6MjpLsKs1YDSb_xYul6XgPzhJAk9VZxo4oO88esUNw,1105
TbL3PrmpuzmHGjlCtd5hyIGrerDLh-00BahT_y7pq-KwcUUyJdJ4zNZRVWQv9U25NcZr9eQ_vqOO5w,1093
KDnvNLFz9qUsOn1IRh9v9HaPh_4jz5VwERckQkP226XDX8qx4jgU7ua9R3ILJj-rpkvgtxMMmRg6Tg,1089
B__LeYsPNy9_DPEs1slW6oBdQWcLWJZCoZxQCEsHkQW6q-1BVnHbXt7z9bHiA-6lgvZtW2x7_jmifA,1075
7L7cmzOxBf5QMSwb1g4sO_7fSWri-CllT1MwQU8I7XaqsoF5hoY8PGirDLEeqlJJrZ7DdIp1r7_dHQ,1069
VVSc_yEssfitWXwzCVFyIz6D8Dc8JezInWcvpgnp3SsH0wTAdvSLXSGnfUyR3RyFw5y-fxs1s9S-XA,1026
Q8yw-r_DK43Hwnr_tmVzu2GPqaLI0rzNvn2Pgxf8OVATU7iWDDyjKhSKGeLd_-0jiCKF58XKjAhc3w,1009
